"nursery","date","species","site","batch_id","batch_id2","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD"
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,23.285,30.425,2.234,52.01869,1.71615941104834,2,0.34908316877959,1.36707624226875,1.4832305869021
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,24.455,25.54,2.789,68.204995,1.83381618142335,2,0.44544851426605,1.3883676671573,1.4072208929274
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,30.56,36.725,3.275,100.084,2.00036465423145,2,0.515211304327802,1.48515334990365,1.56496180446229
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,26.43,33.845,2.751,72.70893,1.86158775352139,2,0.439490590389684,1.42209716313171,1.52949451843328
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.2,33.755,2.874,81.0468,1.90873587211757,2,0.458486763798207,1.45024910831936,1.52833811232484
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.93,37.135,2.4,69.432,1.84155967535959,2,0.380211241711606,1.46134843364798,1.56978342825162
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,29.085,36.485,3.163,91.995855,1.96376826005011,2,0.500099191915723,1.46366906813439,1.56211435058869
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.705,35.65,3.115,89.416075,1.95141560219883,2,0.493458050995188,1.45795755120364,1.55205953418788
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,29.875,35.11,2.612,78.0335,1.89228108655923,2,0.416973172603036,1.47530791395619,1.54543082946535
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.98,32.235,2.878,83.40444,1.92118917073574,2,0.459090789600586,1.46209838113516,1.50832767454712
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.685,34.3,3.297,94.574445,1.97577380136161,2,0.518118947143153,1.45765485421846,1.53529412004277
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.06,34.795,2.988,83.84328,1.9234682598357,2,0.475380593143361,1.44808766669234,1.54151684083103
